source_row_id,company_name,website,linkedin_url,location,primary_industry,company_size,company_type,solar_developer_flag,keyword_flag,utility_check,residential_mention,business_model_fit_score,community_solar_score,lmi_alignment_score,capital_need_score,stage_scale_score,geographic_score,strategic_alignment_score,total_score,priority_tier,confidence_level,needs_review,priority_reason,evidence_notes,suggested_linkedin_angle,suggested_target_titles
357,Neighborhood Sun,neighborhoodsun.solar,https://www.linkedin.com/company/neighborhood-sun,"Silver Spring, MD",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,10,18,0,4,2,4,6,44,B,medium,True,community solar developer; developer signals present,[biz] some developer language | [comm] explicit community solar (multiple mentions) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] high-opportunity state (MD) | [strat] community/LMI focus implies mission alignment,Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs
622,Tribal Energy Alternatives,tribalalternatives.org,https://www.linkedin.com/company/tribal-energy-alternatives,"Denver, Colorado",Solar Electric Power Generation,11-50 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,15,0,6,9,5,2,7,44,B,medium,True,financing relevance; strong developer profile; mission alignment,"[biz] developer industry, some developer language | [lmi] LMI/equity language (1 signal) | [cap] financing language mentioned | [scale] scale/repeat signals in description | [geo] US location (Denver, Colorado) - moderate relevance | [strat] some mission language, nonprofit org type",Open with project finance or capital stack conversation; reference growth pipeline,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
320,Maine Community Power Cooperative,mainecommunitypower.com,https://www.linkedin.com/company/maine-community-power-cooperative,"Norway, Maine",Renewable Energy Power Generation,2-10 employees,Partnership,TRUE,TRUE,FALSE,TRUE,15,14,3,4,0,2,5,43,B,low,True,community solar developer; strong developer profile,"[biz] developer industry, some developer language | [comm] explicit community solar | [lmi] mission/affordability language (no explicit LMI) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Norway, Maine) - moderate relevance | [strat] some mission language",Reference community solar portfolio; discuss subscriber model or shared access programs,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
218,Good Energy,goodenergy.com,https://www.linkedin.com/company/good-energy-lp,"New York, New York",Utilities,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,8,18,0,3,5,2,6,42,B,medium,True,community solar developer; developer signals present,"[biz] commercial/DG signals | [comm] explicit community solar (multiple mentions) | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description | [geo] US location (New York, New York) - moderate relevance | [strat] community/LMI focus implies mission alignment",Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs
312,Lodestar Energy,lodestarenergy.com,https://www.linkedin.com/company/lodestar-energy,"Avon, CT",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,18,6,0,9,5,4,0,42,B,medium,True,financing relevance; strong developer profile,"[biz] strong developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] financing language mentioned | [scale] scale/repeat signals in description | [geo] high-opportunity state (CT)",Open with project finance or capital stack conversation; reference growth pipeline,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
346,National Energy Installers,nationalenergyinstallers.com,https://www.linkedin.com/company/national-energy-installers,"Newport Beach, CA",Solar Electric Power Generation,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,6,3,6,4,6,41,B,medium,True,developer signals present; meaningful scale,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [lmi] LMI/equity language (1 signal) | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] high-opportunity state (CA) | [strat] community/LMI focus implies mission alignment",Explore commercial solar project pipeline; ask about financing needs for growth,VP of Development; CEO; Director of Business Development; CFO
128,Delaware River Solar,delawareriversolar.com,https://www.linkedin.com/company/delaware-river-solar,"New York, NY",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,10,14,0,4,2,4,6,40,B,medium,True,community solar developer; developer signals present,[biz] some developer language | [comm] explicit community solar | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] high-opportunity state (NY) | [strat] community/LMI focus implies mission alignment,Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs
161,Empowered By Light,empoweredbylight.org,https://www.linkedin.com/company/empowered-by-light,"Larkspur, CA",Renewable Energy Power Generation,2-10 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,18,6,0,7,3,4,2,40,B,medium,True,strong developer profile,"[biz] developer industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description, very small scale penalty | [geo] high-opportunity state (CA) | [strat] nonprofit org type",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
267,Independent Power,solarips.com,https://www.linkedin.com/company/independentpower,"Boulder, CO",Solar Electric Power Generation,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,3,3,5,4,9,40,B,medium,True,developer signals present; mission alignment,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [lmi] mission/affordability language (no explicit LMI) | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description | [geo] high-opportunity state (CO) | [strat] strong mission alignment (3+ signals)",Explore commercial solar project pipeline; ask about financing needs for growth,VP of Development; CEO; Director of Business Development; CFO
4,548 Enterprise,548enterprise.com,https://www.linkedin.com/company/548enterprise,"Chicago, Illinois",Housing and Community Development,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,2,14,6,9,0,2,6,39,B,medium,True,community solar developer; financing relevance,"[biz] no developer or commercial language | [comm] explicit community solar | [lmi] LMI/equity language (1 signal) | [cap] financing language mentioned | [geo] US location (Chicago, Illinois) - moderate relevance | [strat] community/LMI focus implies mission alignment",Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs
47,Babcock Ranch,babcockranchforbusiness.com,https://www.linkedin.com/company/babcock-ranch,"Babcock Ranch, Florida",Real Estate,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,18,6,0,7,6,2,0,39,B,medium,True,strong developer profile; meaningful scale,"[biz] strong developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] US location (Babcock Ranch, Florida) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
138,EarthSpark International,earthsparkinternational.org,https://www.linkedin.com/company/earthspark-international,"Washington, DC",Solar Electric Power Generation,11-50 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,13,3,3,9,0,4,7,39,B,medium,True,financing relevance; developer signals present; mission alignment,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [lmi] mission/affordability language (no explicit LMI) | [cap] financing language mentioned | [geo] high-opportunity state (DC) | [strat] some mission language, nonprofit org type",Open with project finance or capital stack conversation; reference growth pipeline,VP of Development; CEO; Director of Business Development; CFO
305,Legacy Solar Co-op,legacysolarcoop.org,https://www.linkedin.com/company/legacy-solar-co-op,"Madison, Wisconsin",Environmental Services,2-10 employees,Partnership,TRUE,TRUE,FALSE,TRUE,13,14,0,4,0,2,6,39,B,low,True,community solar developer; developer signals present,"[biz] some developer language, commercial/DG signals | [comm] explicit community solar | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Madison, Wisconsin) - moderate relevance | [strat] community/LMI focus implies mission alignment",Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs
99,ChargeNet Stations,chargenetstations.com,https://www.linkedin.com/company/chargenet-stations,"San Diego, California",Renewables & Environment,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,6,4,2,2,5,38,B,medium,True,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [lmi] LMI/equity language (1 signal) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] US location (San Diego, California) - moderate relevance | [strat] some mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
224,Green Lantern Solar,greenlanternsolar.com,https://www.linkedin.com/company/green-lantern-solar,"Waterbury, VT",Solar Electric Power Generation,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,18,6,0,7,5,2,0,38,B,medium,True,strong developer profile,"[biz] developer industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description | [geo] US location (Waterbury, VT) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
259,Hunt Capital Partners,huntcapitalpartners.com,https://www.linkedin.com/company/hunt-capital-partners,"Encino, CA",Real Estate,51-200 employees,Partnership,TRUE,TRUE,FALSE,TRUE,15,0,6,4,3,4,6,38,B,medium,True,strong developer profile,"[biz] strong developer language | [lmi] LMI/equity language (1 signal) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, smaller company (51-200) | [geo] high-opportunity state (CA) | [strat] community/LMI focus implies mission alignment",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
288,Jordan Energy & Food Enterprises LLC,jordanenergy.org,https://www.linkedin.com/company/jordan-energy-&-food-enterprises-llc,"Troy, New York",Solar Electric Power Generation,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,18,6,0,7,5,2,0,38,B,medium,True,strong developer profile,"[biz] developer industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description | [geo] US location (Troy, New York) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
564,Sundance Power Systems,sundancepower.com,https://www.linkedin.com/company/sundance-power-systems,"Weaverville, NC",Solar Electric Power Generation,11-50 employees,Self Owned,TRUE,TRUE,FALSE,TRUE,15,6,0,7,5,5,0,38,B,medium,True,strong developer profile,"[biz] developer industry, some developer language, commercial/DG signals, self-employed/owned type | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description | [geo] multi-state/national footprint",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
108,Clean Slate Solar,cleanslatesolar.com,https://www.linkedin.com/company/cleanslatesolar,"New York, NY",Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,14,0,0,0,4,6,37,B,low,True,community solar developer; developer signals present,"[biz] developer industry, commercial/DG signals | [comm] explicit community solar | [scale] very small scale penalty | [geo] high-opportunity state (NY) | [strat] community/LMI focus implies mission alignment",Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs
226,Green Roof Technology - Jörg Breuning,greenrooftechnology.com,https://www.linkedin.com/company/greenrooftechnology,Baltimore,Environmental Services,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,5,14,0,7,3,2,6,37,B,medium,True,community solar developer,"[biz] some developer language, commercial/DG signals, roofing/HVAC in name+desc (strong penalty) | [comm] explicit community solar | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description, very small scale penalty | [geo] US location (Baltimore) - moderate relevance | [strat] community/LMI focus implies mission alignment",Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs
281,ITEX,itexgrp.com,https://www.linkedin.com/company/the-itex-group,"Houston, Texas",Real Estate,201-500 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,15,0,6,4,4,2,6,37,B,medium,True,strong developer profile,"[biz] strong developer language | [lmi] LMI/equity language (1 signal) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, mid company (201-500) | [geo] US location (Houston, Texas) - moderate relevance | [strat] community/LMI focus implies mission alignment",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
535,SonLight Power,sonlightpower.org,https://www.linkedin.com/company/sonlight-power,"Milford, Ohio",Renewables & Environment,11-50 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,10,0,6,7,5,2,7,37,B,medium,True,developer signals present; mission alignment,"[biz] some developer language | [lmi] LMI/equity language (1 signal) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description | [geo] US location (Milford, Ohio) - moderate relevance | [strat] some mission language, nonprofit org type",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
296,Kokosing Solar,kokosingsolar.com,https://www.linkedin.com/company/kokosing-solar,"Athens, OH",Renewables & Environment,"1,001-5,000 employees",Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,7,8,2,0,36,B,medium,True,developer signals present; meaningful scale,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description, mid-large company (501-1000) | [geo] US location (Athens, OH) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
509,Solar Solution,solarsolutiondc.com,https://www.linkedin.com/company/solar-solution-llc,"Washington, DC",Services for Renewable Energy,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,7,6,4,0,36,B,medium,True,developer signals present; meaningful scale,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] high-opportunity state (DC)",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
547,Strada Ventures LLC,stradanyc.com,https://www.linkedin.com/company/strada-ventures-llc,"Brooklyn, NY",Real Estate,2-10 employees,Self Owned,TRUE,TRUE,FALSE,TRUE,12,0,10,4,0,4,6,36,B,low,True,LMI/equity focus; developer signals present,"[biz] strong developer language, self-employed/owned type | [lmi] LMI/equity language (2 signals) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] high-opportunity state (NY) | [strat] community/LMI focus implies mission alignment",Lead with energy equity and affordable access angle; ask about LMI project pipeline,VP of Development; CEO; Director of Business Development; CFO
623,Tribal Solar Accelerator Fund,tribalsolar.org,https://www.linkedin.com/company/tribal-solar-accelerator-fund,"Denver, Colorado",Solar Electric Power Generation,2-10 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,15,0,3,9,0,2,7,36,B,low,True,financing relevance; strong developer profile; mission alignment,"[biz] developer industry, some developer language | [lmi] mission/affordability language (no explicit LMI) | [cap] financing language mentioned | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Denver, Colorado) - moderate relevance | [strat] some mission language, nonprofit org type",Open with project finance or capital stack conversation; reference growth pipeline,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
61,"Bliss Solar, LLC",blisssolar.com,https://www.linkedin.com/company/blisssolar-llc,"Great Neck, New York",Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,18,6,0,9,0,2,0,35,B,medium,True,financing relevance; strong developer profile,"[biz] developer industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] financing language mentioned | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Great Neck, New York) - moderate relevance",Open with project finance or capital stack conversation; reference growth pipeline,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
289,K2 Development Companies,k2dci.com,https://www.linkedin.com/company/k2-development-company-inc-,"Redding, CA",Real Estate,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,3,4,0,4,5,35,B,medium,True,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [lmi] mission/affordability language (no explicit LMI) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] high-opportunity state (CA) | [strat] some mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
380,OurEnergy,ourenergyco.com,https://www.linkedin.com/company/ourenergy,"Santa Cruz, California",Services for Renewable Energy,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,3,4,2,2,5,35,B,medium,False,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [lmi] mission/affordability language (no explicit LMI) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] US location (Santa Cruz, California) - moderate relevance | [strat] some mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
461,Sherman Associates,sherman-associates.com,https://www.linkedin.com/company/sherman-associates,"Minneapolis, Minnesota",Real Estate,"501-1,000 employees",Privately Held,TRUE,TRUE,FALSE,TRUE,18,6,0,4,5,2,0,35,B,medium,False,strong developer profile,"[biz] strong developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, mid-large company (501-1000) | [geo] US location (Minneapolis, Minnesota) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets
588,"Suntrek Industries, Inc",suntreksolar.com,https://www.linkedin.com/company/suntrek-solar,"Irvine, CA",Renewables & Environment,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,7,5,4,0,35,B,medium,False,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description | [geo] high-opportunity state (CA)",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO
